,0,1,2,3,4
0,18664906.668193545,18664906.668193545,18664906.668193545,18664906.668193545,18664906.668193545
1,18740178.82895878,18704016.519249503,18682282.88311001,18675027.356202815,18671399.310282033
2,18751894.808449354,18710035.06640497,18684881.882271986,18676492.66662157,18672312.616635274
3,18765497.01772553,18717006.97841657,18687884.461905997,18678180.185399137,18673358.36486713
4,18781293.580396418,18725085.04134705,18691354.40867537,18680124.78805811,18674557.3135748
5,18799644.817205448,18734447.031340193,18695365.708135042,18682366.874711644,18675933.465235796
6,18820972.74526814,18745299.97182702,18700004.20599784,18684953.250596132,18677514.580329716
7,18845772.551288623,18757885.166930046,18705369.55740226,18687938.16311502,18679332.786353458
8,18874626.512255147,18772484.196352355,18711577.50217759,18691384.50385467,18681425.27634935
9,18908221.006688233,18789426.042845003,18718762.53659372,18695365.211279273,18683835.121936053
10,18947367.434456658,18809095.636925932,18727081.047522586,18699964.908708878,18686612.224227984
11,18993028.19130753,18831944.135596152,18736715.01610868,18705281.817265432,18689814.406852704
12,19046349.168409545,18858501.354457777,18747876.386860546,18711430.002185073,18693508.714494824
13,19108700.87682369,18889390.893902812,18760812.232455753,18718541.998270173,18697772.89591805
14,19181731.05453276,18925348.679294735,18775810.91330132,18726771.90292767,18702697.16887034
15,19267432.81713554,18967245.84654374,18793209.408347417,18736299.01148345,18708386.253622886
16,19368234.229853142,19016117.24729495,18813402.109304905,18747332.121148616,18714961.782486383
17,19487117.864138946,19073197.293221626,18836851.40931887,18760114.61646123,18722565.11305598
18,19627783.266072314,19139965.49386851,18864100.511821955,18774930.518196784,18731360.636478916
19,19794872.19509022,19218205.04700081,18895789.06580517,18792111.698340304,18741539.684852947
20,19994288.013926305,19310079.160149828,18932672.31127346,18812046.52453975,18753325.14948161
21,20233660.584867362,19418232.02720033,18975644.786280483,18835190.257999647,18766976.957522206
22,20523043.621572644,19545924.601997215,19025769.880521107,18862077.648174826,18782798.584155846
23,20875998.474871468,19697220.62603158,19084317.068106823,18893338.26292638,18801144.843159433
24,21311351.14004044,19877246.91811642,19152809.31891793,18929715.292091668,18822431.232671876
25,21856191.139604095,20092566.477460522,19233084.208214547,18972088.78648008,18847145.21375246
26,22551329.480949026,20351728.237495616,19327373.763651963,19021504.616850484,18875859.887600627
27,23462088.39285571,20666103.715533413,19438410.35241221,19079210.935131595,18909250.717395112
28,24702136.789205223,21051209.69766835,19569569.549962018,19146704.55692215,18948116.080206305
29,26495182.79934918,21528897.499502286,19725066.55935923,19225790.69452678,18993402.765656758
30,29254089.627072394,22131186.767692376,19910232.188200824,19318660.906623863,19046237.89769687
31,32245798.19058576,22907475.180025607,20131910.244567983,19427996.371837426,19107969.27302298
32,35510988.32743188,23939422.83630008,20399046.325525716,19557107.02081568,19180216.966720898
33,39086546.41626801,25375885.88996257,20723589.56930544,19710122.536258373,19264940.13915046
34,42769437.88826605,27532012.214565568,21121929.27770796,19892260.272115007,19364524.770924952
35,46468495.01378728,30205005.19758787,21617295.104166646,20110210.298825122,19481900.718161397
36,50175230.644475274,32994185.482731137,22244009.8726115,20372704.603318546,19620700.63672996
37,53885319.94750212,35851423.789025106,23055609.56864379,20691386.612237588,19785480.11225907
38,57596537.009732574,38748305.29024849,24141953.533282764,21082192.18995709,19982029.54356062
39,61307753.27058857,41668257.51890897,25670575.03407787,21567648.344108887,20217827.609144904
40,65018428.90839096,44601544.28099297,27517986.211953208,22180927.524700478,20502720.681472767
41,68728344.46900775,47542374.41903997,29469068.64747181,22973543.190920044,20849977.345841337
42,72437454.88470712,50487266.95481159,31492891.37167934,24031439.082594752,21277995.37671761
43,76145808.22806576,53434119.24063466,33566923.24910032,25374138.450408608,21813210.102632955
44,79853499.82852876,56381665.896602444,35675300.92884362,26811264.381556295,22495376.592925094
45,83560646.20088238,59329157.89772163,37807027.96236823,28322153.624017537,23387985.35092406
46,87267370.27470209,62276168.2671469,39954520.428311616,29889524.634124897,24398724.185017634
47,90973793.21008341,65222472.21943086,42112546.90392484,31499571.39084152,25479337.752939146
48,94680030.03091992,68167972.0410939,44277490.45312989,33141577.08193126,26618491.72309061
49,98386187.51921725,71112649.38004541,46446844.42136065,34807364.713734515,27805902.43394682
50,102092363.42197157,74056534.6471639,48618869.70269411,36490754.61297321,29032612.468619853
