,0,1,2,3,4
0,1.0,1.0,1.0,1.0,1.0
1,79.6740889796419,40.337340037896844,16.735601050553335,8.868836500859361,4.9355758978987945
2,87.82661793191583,44.47011698893738,18.452854905835988,9.780461786746491,5.444519660083788
3,96.81187162961396,49.0257530180014,20.345981213231035,10.785458188085592,6.0055457602568625
4,106.71439246431066,54.047383364212585,22.432971370637066,11.893388865672568,6.623998457901408
5,117.62715878271833,59.58250664376985,24.733650612517483,13.114793789431292,7.305767289453581
6,129.65238359485718,65.68341577772368,27.269863180651324,14.461289111359413,8.05734299162569
7,142.90237564422534,72.40766842662903,30.065675685873764,15.945676485459263,8.885879011120247
8,157.50046319456678,79.81859961555685,33.147600303324324,17.582063293610535,9.799259172181605
9,173.58197891784593,87.98587909151908,36.54483954790665,19.385994816179476,10.806172120352928
10,191.29530135848,96.98611566438649,40.28955447251246,21.374599469217817,11.916193212882376
11,210.80294419499535,106.90351027870413,44.4171582122915,23.566748315152992,13.139874582807094
12,232.28267832632292,117.83055875884367,48.96663685441321,25.983230139095564,14.488844164257562
13,255.9286627859862,129.86880393848585,53.98089963124703,28.64694346568097,15.975914530311254
14,281.952547280066,143.12963504895743,59.50716039752616,31.58310696801516,17.615202460919825
15,310.5844896556029,157.7351295421039,65.59735223365766,34.81948978560998,19.422260225833135
16,342.0740025084951,173.81892858653669,72.30857678289975,38.38666331492879,21.414219634341467
17,376.690499028672,191.52713174509688,79.7035895307606,42.318276054262064,23.609949967644802
18,414.7233400243549,211.01918797939095,87.8513216020524,46.65135306018541,26.030230967357177
19,456.4810762963335,232.46874785164766,96.82743768740627,51.42662148650794,28.69794210034368
20,502.2894053306887,256.06442359839474,106.71492827795477,56.68886350156678,31.638269349222323
21,552.4870668898822,282.01037642168257,117.60473228388538,62.487297578512084,34.8789307803609
22,607.4183876115583,310.52660860244083,129.59638304645105,68.8759886733082,38.45042210448883
23,667.420242495535,341.8487729536406,142.79866628854742,75.91428707221007,42.386283351690274
24,732.7993754561621,376.2272080745355,157.33027202928403,83.66729459837349,46.72338760827762
25,803.7922322198939,413.9247364696116,173.32041290304116,92.2063552629382,51.50225247393416
26,880.490896748116,455.21247007245273,190.90936708730206,101.60956510571239,56.767374445803725
27,962.6971559516772,500.36234691209495,210.24888260607503,111.96229256288606,62.567585754108485
28,1049.6039993878178,549.6341473333357,231.50234692699038,123.35769572434586,68.95643216426176
29,1138.9806951226926,603.2527965735984,254.84457434890967,135.89721553410456,75.99256878247418
30,1215.50299504192,661.3675945292039,280.460981083072,149.69101314195527,83.74016874860656
31,1260.069997052674,723.9751947889298,308.5457811268655,164.85830330401546,92.26933656284339
32,1285.3889861661246,790.7620257870012,339.2986009970602,181.52751077779706,101.65651320316093
33,1299.1460025964002,860.7398989496069,372.91848962443197,199.83613767503076,111.98485342375074
34,1305.7628040493303,931.2222696079205,409.59350231259623,219.93016727045165,123.3445455342139
35,1308.7164601198049,978.0026198147586,449.48243175344356,241.96272659479186,135.8330286878962
36,1309.8363448271532,1005.1510755462845,492.6817634352474,266.0915534906411,149.55503916092678
37,1310.0248243847445,1020.7525735140398,539.1625411432576,292.47449808801684,164.62237996460485
38,1309.7449270560862,1029.6798242267496,588.6389464257796,321.26169462727495,181.15324794070114
39,1309.2411924138855,1034.723937343696,640.2561379473987,352.58185023595536,199.27085171400472
40,1308.6449409303561,1037.4784258680877,680.8104322086937,386.51752719272577,219.10087851918325
41,1308.0268638494103,1038.8664246928572,709.2314212997007,423.05818231259025,240.76704840397582
42,1307.4243765973447,1039.4332902103024,728.7510776262783,462.00326100846365,264.38337900988085
43,1306.856331293802,1039.50742446905,742.0025327572777,498.2419272226692,290.0405167472298
44,1306.3311480889524,1039.289842799401,750.92340139633,526.6386098166838,317.78065278761176
45,1305.8514054790903,1038.9051267216253,756.8722317933061,548.3769007563143,347.5484804062385
46,1305.4164717997203,1038.4310891300777,760.7819895911899,564.7564523028436,373.8836811530021
47,1305.0240279309126,1037.9164386288699,763.2894493892477,576.9658435916846,396.0151940286649
48,1304.6709505903043,1037.391518395729,764.8298646797892,585.9948771040935,414.27556704380964
49,1304.3538215549727,1036.8749571696048,765.7022889885709,592.6257380634194,429.13356109526967
50,1304.0692158287397,1036.3778560389396,766.1135736306445,597.45849518581,441.0978469247572
51,1303.8138584727938,1035.9064610586265,766.207785923442,600.9461404113936,450.6567778113404
52,1303.5847034135334,1035.4638892895227,766.0859046060654,603.4279540086732,458.2473661880159
53,1303.3789662339057,1035.0512539522674,765.8190826923171,605.1573321664483,464.2439405628263
54,1303.1941302944779,1034.6684029640874,765.4576510418883,606.3235705539211,468.95826009277357
55,1303.0279379137132,1034.3144057958493,765.037286150223,607.0683624591711,472.6453188527733
56,1302.878373708009,1033.9878748527185,764.5832748798281,607.4980808914145,475.5113054604174
57,1302.7436443577699,1033.687177159228,764.1134903934236,607.6928477454929,477.7217876208866
58,1302.622157322034,1033.4105728572194,763.6404869153255,607.7132121518264,479.4091993229982
59,1302.5124999496802,1033.1563046520394,763.1729862485115,607.6050710862442,480.6792834051649
60,1302.4134197746575,1032.9226543017996,762.7169405293754,607.4033043530019,481.61644139909623
61,1302.3238063795661,1032.7079769618324,762.2762971235712,607.1344701793485,482.28808089321285
62,1302.2426749694662,1032.5107206914176,761.8535524062275,606.8188133037839,482.74810172041515
63,1302.1691516556912,1032.3294360838206,761.4501547403285,606.4717682692608,483.0396694963771
64,1302.1024603698484,1032.1627793981909,761.0667989595831,606.1050905018337,483.1974125276202
65,1302.0419112872285,1032.009511497318,760.7036422786603,605.7277116079647,483.24915851627253
66,1301.986890621494,1031.8684941614429,760.3604629611942,605.3463892895234,483.217306999964
67,1301.9368516492261,1031.7386848449596,760.0367770626169,604.9662035001744,483.11991480080457
68,1301.8913068277095,1031.6191305963812,759.7319243220013,604.5909368866963,482.97155586090383
69,1301.8498208784692,1031.5089616229584,759.4451312602482,604.2233676972565,482.78400380531036
70,1301.8120047202285,1031.4073848164053,759.1755573811104,603.865496144491,482.5667751219157
71,1301.7775101467246,1031.313677442443,758.9223288132007,603.5187199366537,482.3275625853613
72,1301.746025156371,1031.2271811187113,758.6845626000407,603.1839708027225,482.07258207547136
73,1301.7172698516542,1031.1472961521501,758.4613840192575,602.8618209571697,481.80685088922223
74,1301.6909928361404,1031.073476270781,758.251938705577,602.5525663048519,481.5344117152174
75,1301.6669680459834,1031.0052237606521,758.0554009045899,602.2562915802627,481.25851338472023
76,1301.6449919608626,1030.9420850029312,757.8709788522735,601.9729214066225,480.98175713773645
77,1301.6248811463604,1030.883646396151,757.6979180279372,601.702260346062,480.70621529318447
78,1301.606470086022,1030.8295306426594,757.5355028432937,601.4440243173872,480.4335277696789
79,1301.589609266777,1030.7793933751182,757.3830571915344,601.1978652274692,480.1649807758054
80,1301.5741634861365,1030.7329200975464,757.2399441757536,600.9633902554901,479.90157110500206
81,1301.5600103537015,1030.6898234152945,757.1055652571445,600.7401769159724,479.64405877559403
82,1301.5470389630855,1030.6498405290256,756.97935900365,600.5277847842134,479.3930102090665
83,1301.5351487134546,1030.6127309689612,756.8607995744777,600.3257645796504,479.1488337068669
84,1301.5242482625679,1030.578274547119,756.7493950414904,600.1336651561026,478.9118086428115
85,1301.5142545955284,1030.5462695068768,756.6446856223637,599.9510388332333,478.6821095151896
86,1301.5050921954705,1030.5165308508388,756.5462418805398,599.777445413655,478.45982578485933
87,1301.4966923041482,1030.4888888296134,756.453662931917,599.6124551593301,478.2449782513345
88,1301.488992261909,1030.463187575674,756.3665746867739,599.4556509450796,478.0375325789885
89,1301.4819349178495,1030.4392838679423,756.2846281467492,599.3066297627972,477.837410472906
90,1301.4754681020902,1030.4170460141215,756.2074977701643,599.1650037148958,477.6444989130101
91,1301.4695441530932,1030.3963528390627,756.1348799140543,599.0304006076129,477.45865778153603
92,1301.4641194938195,1030.3770927686178,756.0664913576109,598.9024642325686,477.2797261592102
93,1301.4591542512605,1030.3591629994903,756.0020679090236,598.7808544072116,477.10752751690046
94,1301.4546119145443,1030.342468746551,755.9413630957204,598.6652468305756,476.9418739898688
95,1301.4504590273798,1030.3269225599586,755.8841469365836,598.5553327993977,476.78256988934646
96,1301.4466649111089,1030.3124437052022,755.8302047937144,598.4508188205018,476.6294145795803
97,1301.443201415065,1030.2989575998934,755.7793363006374,598.3514261480267,476.4822048266719
98,1301.4400426913226,1030.2863953017568,755.7313543634016,598.2568902681722,476.340736707559
99,1301.437164991259,1030.274693042846,755.6860842307808,598.166960349398,476.20480715266854
