,0,1,2,3,4
0,933203.5090117202,1866406.1644642984,4666014.130822033,9332027.408084923,18664053.962610703
1,936966.3672293165,1870311.9723572333,4670348.912163948,9337077.458089195,18670534.381762233
2,937552.0480645908,1870912.9990467625,4670997.143857806,9337808.369294591,18671445.492056977
3,938232.0209326507,1871609.2287815982,4671746.0302798515,9338650.110366717,18672488.69941884
4,939021.6889330979,1872415.9183320259,4672611.479382849,9339620.076544965,18673684.710161176
5,939939.0641885751,1873350.8197972954,4673611.9427513145,9340738.416656272,18675057.462805945
6,941005.2430662088,1874434.6055416549,4674768.830332899,9342028.475588698,18676634.647263836
7,942244.979577044,1875691.3712793966,4676106.995353069,9343517.309269907,18678448.30681644
8,943687.3812924975,1877149.233578807,4677655.30209228,9345236.28462514,18680535.536881465
9,945366.7594785175,1878841.0422121545,4679447.291886949,9347221.77918403,18682939.29692203
10,947323.6752098167,1880805.2330020263,4681521.965874686,9349515.997907823,18685709.354698174
11,949606.2372458504,1883086.8537842347,4683924.707027622,9352167.928059995,18688903.385482844
12,952271.7270168398,1885738.8052978853,4686708.36910291,9355234.457194958,18692588.252975605
13,955388.6540052871,1888823.35122631,4689934.566516761,9358781.684350656,18696841.50362624
14,959039.3852377343,1892413.9683268226,4693675.207332681,9362886.460857758,18701753.11209081
15,963323.552075719,1896597.630701302,4698014.322188943,9367638.205086162,18707427.52294532
16,968362.5268741006,1901477.654314712,4703050.255722516,9373141.045282768,18713986.04275519
17,974305.3991515209,1907177.2732368053,4708898.3051797375,9379516.357251571,18721569.64778023
18,981337.0961298023,1913844.1839864564,4715693.9150918275,9386905.779631877,18730342.286438093
19,989689.6399093884,1921656.3891054424,4723596.569205638,9395474.810209071,18740494.77295544
20,999658.1111367602,1930829.811627728,4732794.565027941,9405417.11364069,18752249.39056574
21,1011623.883598137,1941628.3649509896,4743510.91703051,9416959.706344837,18765865.35036679
22,1026089.4763677956,1954377.492319555,4756010.71925158,9430369.231339864,18781645.28772917
23,1043732.7161777568,1969482.7136093804,4770610.417966237,9445959.598990206,18799943.02430249
24,1065494.542029522,1987455.5720696656,4787689.61744017,9464101.355416313,18821172.884157836
25,1092728.8631391078,2008950.8157042104,4807706.293768907,9485233.258394882,18845820.932393435
26,1127475.283126571,2034821.1708469095,4831216.667070897,9509876.705139928,18874458.61100648
27,1172998.2018314512,2066200.6717946148,4858901.55275994,9538653.889017006,18907759.390679266
28,1234977.6099839641,2104636.351777936,4891601.899735106,9572310.896286484,18946519.2533824
29,1324590.6990793308,2152306.1130094826,4930367.638550071,9611747.441725709,18991682.092384625
30,1462510.8725693638,2212400.0443907916,4976526.286468217,9658055.667262748,19044371.497064363
31,1612066.1310856875,2289836.996909494,5031781.699228305,9712571.528619077,19105930.931887005
32,1775289.8189531206,2392742.5277097966,5098360.306663117,9776944.003824372,19177975.102467563
33,1954025.3015845516,2535912.925987528,5179234.9582405,9853230.078471083,19262456.454480994
34,2138132.8072287193,2750620.9893458625,5278481.292380721,9944027.920479776,19361752.48018164
35,2323045.5646314025,3017745.186897511,5401872.641202495,10052668.202303056,19478782.15614391
36,2508339.0850643427,3296539.4480061946,5557933.033076019,10183496.784520222,19617163.991297275
37,2693797.0660868427,3582168.5151670594,5759945.029069311,10342306.29578973,19781434.859384313
38,2879308.1829542317,3871776.9887027577,6030172.9716587365,10537021.09877168,19977359.907097947
39,3064815.993251802,4163699.547123158,6410043.147663994,10778836.470031343,20212382.93638181
40,3250293.498463853,4456957.95018328,6871341.55673263,11084225.67833554,20496300.830915194
41,3435729.7219302324,4750970.412813453,7358693.515365542,11478744.473316174,20842309.610530365
42,3621122.4076642445,5045387.268228574,7864330.356954839,12004970.647044076,21268696.379202526
43,3806473.9574895333,5339997.313302856,8382588.882870407,12675412.965967193,21801719.246519897
44,3991789.1364127924,5634673.439866781,8909480.381153382,13393230.445175163,22480831.35817459
45,4177073.7684904803,5929340.394674999,9442239.495281776,14148068.145580955,23368965.200078838
46,4362333.998778809,6223955.262636,9978959.006732946,14931258.173530063,24378204.379573844
47,4547575.883462649,6518495.430166298,10518323.35862604,15735871.97006324,25457517.387553547
48,4732805.171967883,6812951.0420502955,11059423.043074314,16556529.461709162,26595555.600502986
49,4918027.2015922,7107320.2119367,11601627.77127885,17389124.819820985,27782013.404816486
50,5103246.857710429,7401605.950539305,12144500.260290915,18230554.802543283,29007908.71670443
51,5288468.571537976,7695814.182205033,12687737.50430254,19078485.134095017,30265636.95489792
52,5473696.3386105625,7989952.460325482,13231130.532144135,19931163.214563385,31548888.947785877
53,5658933.747899503,8284029.136534223,13774536.620206622,20787273.537027735,32852502.345240463
54,5844184.0155520905,8578052.827152405,14317859.946494978,21645828.32558867,34172291.96248752
55,6029450.019697491,8872032.07561887,14861038.010554515,22506085.661451023,35504884.83314219
