,0,1,2,3,4
0,19961310.151670847,19961310.15167085,19961310.151670847,19961310.151670847,19961310.15167085
1,20036771.45067983,20000570.235721022,19978849.793362122,19971609.807438746,19967989.350263428
2,20048507.14147433,20006602.490949918,19981465.32193647,19973095.504493233,19968927.0524231
3,20062128.770378828,20013588.972617738,19984486.26472738,19974805.780063033,19969999.86328929
4,20077943.682609357,20021682.39996224,19987976.645981345,19976775.865934797,19971228.97827435
5,20096311.048000675,20031060.412440315,19992010.716625284,19979046.563344747,19972638.88985686
6,20117651.225197725,20041929.797765404,19996674.6213446,19981665.143165503,19974257.926110905
7,20142457.038504377,20054531.481566995,20002068.337525073,19984686.381570514,19976118.860384878
8,20171307.4063292,20069146.454837468,20008307.957182866,19988173.778289564,19978259.629320055
9,20204883.963331655,20086102.823038388,20015528.346233893,19992200.95950747,19980724.156437673
10,20243991.435374215,20105784.23120929,20023886.286721777,19996853.339702345,19983563.32381831
11,20289582.820141308,20128639.980426513,20033564.15888584,20002230.03868618,19986836.088318303
12,20342790.78924685,20155197.226876535,20044774.285739034,20008446.140395056,19990610.790343348
13,20404967.21936313,20186075.796749573,20057764.088322297,20015635.33922318,19994966.681437265
14,20477733.501797196,20222006.266638026,20072822.18532057,20023953.03230664,19999995.695742205
15,20563045.346875366,20263852.230520125,20090285.663577963,20033579.988124397,20005804.542681843
16,20663277.39231999,20312637.904189352,20110548.79071969,20044726.63746105,20012517.13666404
17,20781335.326878857,20369582.688858703,20134073.45454619,20057638.18390472,20020277.45553552
18,20920807.023096643,20436144.89210124,20161401.799520362,20072600.64264922,20029252.90531322
19,21086170.11240027,20514077.627190646,20193171.568428744,20089948.049850795,20039638.275076833
20,21283083.286315028,20605501.24546077,20230134.872632857,20110071.0730505,20051660.416515894
21,21518805.19645974,20712998.482652362,20273181.317772057,20133427.368194357,20065583.787085883
22,21802814.08129101,20839741.43777696,20323366.756679755,20160554.070053298,20081717.030307796
23,22147754.94151861,20989664.073769342,20381949.33561977,20192082.986978747,20100420.843993958
24,22570944.968226623,21167701.26398797,20450435.194123056,20228759.171836548,20122117.39833385
25,23096881.39793271,21380127.64946907,20530637.058079787,20271463.804398146,20147301.684701487
26,23761668.67462843,21635050.644839242,20624750.33993786,20321242.614418358,20176555.25959759
27,24621430.30171602,21943149.586818416,20735453.41784038,20379341.53967403,20210562.999126725
28,25769916.13408402,22318823.789276816,20866041.933813132,20447251.880201653,20250133.65947421
29,27380642.302298505,22782052.510880742,21020611.90803267,20526768.186613455,20296225.304142963
30,29830113.13813004,23361566.98114886,21204314.62249648,20620063.4083948,20349977.051925708
31,32903705.254618872,24100617.74609157,21423719.724988285,20729787.877791524,20412749.06015556
32,36249312.13959589,25068361.76755011,21687346.543084644,20859201.777037423,20486173.491134357
33,39907765.242381044,26384975.806437183,22006466.073510684,21012355.667844042,20572220.22357386
34,43744870.73875393,28286504.050267085,22396356.64708748,21194341.594892178,20673282.754281033
35,47605622.43718245,31005036.154933162,22878358.08581569,21411650.51217253,20792292.231629062
36,51477945.885287665,33872761.16644314,23483417.284329087,21672694.86023431,20932871.37659732
37,55355649.22905392,36829876.466523655,24258634.299219992,21988596.52178972,21099546.337424863
38,59235503.66004324,39839880.22453451,25280451.519178756,22374419.124197003,21298044.617561802
39,63115829.36856586,42881101.740907,26684572.663874146,22851181.148561377,21535724.611901548
40,66995780.135234214,45940677.72994228,28557886.476766463,23449324.872471176,21822212.894188616
41,70874966.90410288,49010897.76651587,30553414.657433923,24215107.775574915,22170381.913283274
42,74753253.17256992,52087089.99068586,32636337.196161114,25223445.923994128,22597910.80156851
43,78630640.93772535,55166403.05497682,34780490.4597868,26584947.88589087,23129899.79098846
44,82507205.93391734,58247095.345834255,36967052.96578257,28051359.448845334,23803517.921379898
45,86383060.48817049,61328112.36528605,39182779.2595866,29600957.03613693,24676915.881809164
46,90258332.15010607,64408830.463293105,41418433.024594545,31215076.359506793,25705733.571822736
47,94133151.52433331,67488898.5126987,43667587.56885518,32878490.498520516,26810027.628717266
48,98007645.49823217,70568138.47724135,45925766.084840946,34579183.893407695,27978219.491490576
49,101881933.6917089,73646482.08086471,48189843.46022112,36307868.87399016,29199593.70080854
50,105756126.78742737,76723930.02063708,50457634.72638163,38057452.83006637,30464660.789297223
51,109630325.99115312,79800525.46283759,52727612.373684645,39822554.75248417,31765277.14502431
52,113504623.11667608,82876336.7489899,54998711.48391301,41599104.6703908,33094608.05151233
53,117379101.03765523,85951446.07603386,57270194.54162817,43384027.421837345,34447005.65697106
54,121253834.30824214,89025942.12532347,59541556.963236175,45174999.60936536,35817851.983650796
55,125128889.86310354,92099915.28584023,61812460.561796084,46970265.44671145,37203397.45496548
56,129004327.72435164,95173454.62596278,64082686.324300446,48768498.20746324,38600611.1169712
57,132880201.686334,98246646.02267556,66352100.66817967,50568696.22676325,40007049.46382892
58,136756559.96411926,101319571.06679808,68620631.16713426,52370104.806835674,41420745.516516395
59,140633445.78207585,104392306.48437107,70888248.99935244,54172157.42375665,42840117.09973008
60,144510897.91042092,107464923.89818573,73154956.19328755,55974431.36082657,44263892.00551242
61,148388951.154027,110537489.82499285,75420776.32872446,57776614.050011955,45691047.50798643
62,152267636.7802282,113610065.79297206,77685747.74432188,59578477.48188207,47120761.688278824
63,156146982.91237336,116682708.5708836,79949918.56876923,61379858.63184686,48552374.40078445
64,160027014.8651669,119755470.42342049,82213343.08759485,63180644.45306385,49985355.96893544
65,163907755.4583089,122828399.4084244,84476079.09580418,64980760.31389403,51419282.10985823
66,167789225.27892703,125901539.67150182,86738185.97573048,66780161.06720022,52853813.79621643
67,171671442.92665905,128974931.74543181,88999723.32357289,68578824.13151547,54288681.07162818
68,175554425.22327507,132048612.83405748,91260749.95362875,70376744.10208553,55723670.024870984
69,179438187.39981374,135122617.0824912,93521323.22836268,72173928.56961721,57158612.26867205
70,183322743.26822215,138196975.83175918,95781498.58070424,73970394.85271233,58593376.43585171
71,187208105.36213505,141271717.8578965,98041329.22561036,75766167.44305593,60027861.276991814
72,191094285.07268128,144346869.59035015,100300865.96908265,77561276.01654154,61461990.05819917
73,194981292.76337546,147422455.31102777,102560157.12914631,79355753.87749726,62895705.999339
74,198869137.87584084,150498497.34567654,104819248.49992603,81149636.7516224,64328968.544254586
75,202757829.01827747,153575016.22728786,107078183.3810862,82942961.83680525,65761750.3215051
76,206647374.0516072,156652030.85222396,109337002.62509704,84735767.08157387,67194034.64551756
77,210537780.1608063,159729558.6273747,111595744.72008836,86528090.61900517,68625813.47279495
78,214429053.91879532,162807615.59036663,113854445.8764361,88319970.34003486,70057085.72496283
79,218321201.35081992,165886216.53239673,116113140.1360537,90111443.56810933,71487855.89952014
80,222214227.97958013,168965375.10013625,118371859.46957852,91902546.81630217,72918132.94192432
81,226108138.87770712,172045103.89934236,120630633.89583285,93693315.61637561,74347929.30098565
82,230002938.70714846,175125414.57421485,122889491.57871859,95483784.38780583,75777260.16365461
83,233898631.75645593,178206317.8990191,125148458.94868508,97273986.35733321,77206142.8219523
84,237795221.9783503,181287823.83881655,127407560.79158859,99063953.50473773,78634596.1402921
85,241692713.01538494,184369941.62526304,129666820.35871081,100853716.54136199,80062640.14096846
86,245591108.23283547,187452679.81373295,131926259.45866357,102643304.89218108,81490295.6394249
87,249490410.73962596,190536046.335648,134185898.54875916,104432746.7139971,82917583.96268299
88,253390623.4108542,193620048.55567467,136445756.81904516,106222068.90292068,84344526.71064612
89,257291748.91376525,196704693.3110803,138705852.2779982,108011297.13005593,85771145.5651368
90,261193789.7139796,199789986.9581126,140966201.82629088,109800455.8736854,87197462.13595432
91,265096748.10849538,202875935.40601403,143226821.3284814,111589568.44832118,88623497.8351506
92,269000626.2269332,205962544.15645617,145487725.67896926,113378657.05455527,90049273.77804908
93,272905426.05069053,209049818.33374628,147748928.870289,115167742.82200146,91474810.70136078
94,276811149.4256951,212137762.71053526,150010444.04804063,116956845.84471768,92900128.90936454
95,280717798.0756246,215226381.74127397,152272283.56634447,118745985.23432472,94325248.22250347
96,284625373.6032474,218315679.58022922,154534459.0384336,120535179.15611884,95750187.93913786
97,288533877.5150073,221405660.11131874,156796981.38885677,122324444.88106772,97174966.82239316
