,0,1,2,3,4
0,22641149.48330808,22641149.48330808,22641149.48330808,22641149.48330808,22641149.48330808
1,22717024.182665803,22680844.627067897,22659113.447428152,22651864.886693716,22648241.376031805
2,22728804.22519716,22686925.318648532,22661777.68398689,22653401.157109078,22649235.64986645
3,22742471.247880198,22693965.504536916,22664853.435729206,22655168.173245233,22650371.348229207
4,22758331.506881624,22702118.399297193,22668405.60435161,22657202.10496979,22651670.70811818
5,22776742.50981385,22711562.12366937,22672509.436660063,22659544.83340533,22653159.409025148
6,22798122.145939633,22722503.891838185,22677252.21081714,22662244.86523314,22654867.12791198
7,22822959.622925457,22735184.949998006,22682735.18602318,22665358.397591133,22656828.192040853
8,22851828.653184243,22749886.428449906,22689075.900786195,22668950.561074115,22659082.31727121
9,22885403.421413396,22766936.28016181,22696410.85281466,22673096.8560088,22661675.479346782
10,22924478.06101553,22786717.53964225,22704898.639847152,22677884.84573108,22664660.91848141
11,22969990.561032392,22809678.213937603,22714723.661826797,22683416.116986156,22668100.312907428
12,23023052.371448144,22836343.155385066,22726100.46603695,22689808.57708257,22672065.141541023
13,23084985.361195624,22867328.410978142,22739278.89152647,22697199.153320298,22676638.2708304
14,23157368.426526085,22903358.64778864,22754550.140518967,22705746.93458008,22681915.814761993
15,23242096.932339445,22945288.47568799,22772254.018077824,22715636.89751775,22688009.29388894
16,23341459.43607053,22994128.723649118,22792787.53771229,22727084.257193148,22695048.179212905
17,23458238.09862408,23051079.081212167,22816615.23853063,22740339.640772756,22703182.85527786
18,23595842.118587308,23117569.05206319,22844281.60200914,22755695.181785677,22712588.113024548
19,23758488.11158363,23195309.841600254,22876426.067951925,22773491.785701137,22723467.256059013
20,23951448.726788364,23286360.89745742,22913801.30845809,22794127.78697246,22736056.938468985
21,24181402.880936217,23393216.31445653,22957295.626507185,22818069.30635153,22750632.902388576
22,24456941.65494931,23518918.694772746,23007960.617660914,22845862.739926644,22767516.76511887
23,24789320.48682189,23667211.592236444,23067045.62216128,22878149.85123845,22787084.121723626
24,25193616.008232698,23842747.3820914,23136041.050309222,22915686.161050413,22809774.22610476
25,25690578.163087226,24051376.522549324,23216733.45484705,22959363.48298247,22836101.617043935
26,26309743.18819095,24300559.588043552,23311276.3696278,23010237.772185057,22866670.165376265
27,27094990.708173454,24599970.03028812,23422282.652290504,23069563.82992525,22902190.13205562
28,28115256.110895216,24962403.78361188,23552946.647880144,23138838.969296113,22943499.030718185
29,29487395.202865027,25405202.941700257,23707208.5204403,23219858.547519933,22991587.32026874
30,31432464.510812208,25952583.761045225,23889979.49008947,23314787.448160686,23047630.322102536
31,34447791.60034678,26639652.636175454,24107457.119965855,23426253.34006216,23113028.22722315
32,38358560.1075068,27519815.014417738,24367577.466003,23557470.137562387,23189456.774139464
33,42417052.65185512,28679687.052649286,24680681.75022531,23712404.26383642,23278932.178039245
34,46551443.553451896,30272868.817818604,25060531.713113252,23896002.74095635,23383895.393040292
35,50725191.57014711,32610691.05508062,25525916.42907906,24114512.906025864,23507323.04922092
36,54919515.32346372,35595671.2883257,26103315.208072007,24375941.54462321,23652875.86173164
37,59124499.398058444,38725839.16269035,26831568.669552095,24690733.014450837,23825100.77853529
38,63334782.7805042,41944857.745754205,27770682.99873571,25072804.115588482,24029711.991488904
39,67547427.81516491,45217651.30202285,29020064.748549577,25541185.769631382,24273990.693631437
40,71760827.63864298,48522853.893364176,30761523.970876303,26122751.9040077,24567369.123111546
41,75974124.50797908,51847454.53137038,32829153.30241245,26857024.52253833,24922310.52791714
42,80186889.54953559,55183469.20528446,35015681.856335126,27805275.73027448,25355684.072682865
43,84398941.3846746,58525957.26565959,37288059.53268239,29069507.586803548,25891008.547552966
44,88610241.05604029,61871845.09565132,39621369.407931075,30583204.417408004,26562313.79857762
45,92820830.12782848,65219221.48614665,41997482.869691096,32199420.7751601,27421244.293405224
46,97030793.78464592,68566908.8100716,44403449.57960626,33897175.45937798,28489007.942023035
47,101240238.75334372,71914197.56206879,46830091.70187724,35658593.21826438,29641994.070808563
48,105449280.10048233,75260679.27501471,49270919.35380645,37469079.20621206,30868411.996477794
49,109658033.45975311,78606139.80173771,51721340.87974145,39317043.147864886,32156972.947146054
50,113866610.56597504,81950490.26516931,54178103.18580278,41193440.422467306,33497386.113475442
51,118075116.84724882,85293721.90770367,56638899.45495417,43091286.714281045,34880597.48516911
52,122283650.26648435,88635876.35165003,59102094.84244751,45005220.332817964,36298843.062172666
53,126492300.92450829,91977025.88141862,61566534.14502631,46931137.399899974,37745586.3810596
54,130701151.1273148,95317260.36740127,64031406.29230428,48865900.63688181,39215395.403982796
55,134910275.7162559,98656678.59796306,66496148.24160963,50807112.5908343,40703796.25620496
56,139119742.52317628,101995382.57348326,68960376.36069643,52752941.430055834,42207126.440832354
57,143329612.91163647,105333473.80004328,71423837.10653107,54701988.05906176,43722399.49567135
58,147539942.3217146,108671050.93431292,73886371.34332864,56653185.03186171,45247186.21025361
59,151750780.81387886,112008208.35546994,76347888.3857098,58605719.67765991,46779513.55537332
