,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
385976782.3704667,,,,
388644791.7412024,,,,
391313433.94287837,,,,
393982709.1824345,,,,
396652617.6563222,,,,
399323159.5645734,,,,
401994335.0981972,,,,
404666144.4518431,,,,
407338587.8127535,,,,
410011665.3675598,,,,
412685377.3002052,,,,
415359723.7928673,,,,
418034705.0239375,,,,
420710321.17345315,,,,
423386572.4151927,,,,
426063458.925122,,,,
428740980.8735443,,,,
431419138.43358827,,,,
434097931.77339375,,,,
436777361.0616807,,,,
439457426.46293944,,,,
442138128.14599735,,,,
444819466.27183163,,,,
447501441.0066183,,,,
450184052.50957066,,,,
452867300.9430549,,,,
455551186.46639335,,,,
458235709.24006534,,,,
460920869.42102295,,,,
463606667.16691655,,,,
466293102.6358826,,,,
468980175.981887,,,,
471667887.3619549,,,,
474356236.93153393,,,,
477045224.842835,,,,
479734851.24912137,,,,
482425116.3060318,,,,
485116020.1654954,,,,
487807562.98004216,,,,
490499744.8996989,,,,
493192566.07779485,385722159.7305647,,,
495886026.6634215,387844288.6814143,,,
498580126.8102183,389966916.28088576,,,
501274866.66735584,392090042.6690006,,,
503970246.3838885,394213667.9899231,,,
506666266.1101317,396337792.382745,,,
509362925.9975688,398462415.99008733,,,
512060226.19282657,400587538.9459395,,,
514758166.84649056,402713161.38873994,,,
517456748.1085718,404839283.4551746,,,
520155970.1269459,406965905.2784394,,,
522855833.05172944,409093026.99096674,,,
525556337.029275,411220648.7256735,,,
528257482.20804036,413348770.6142554,,,
